incident_id,timestamp,machine_id,operator_id,task_id,incident_type,severity,cause,source,weather,light,min_person_distance_m,person_in_blind_spot,seatbelt_fastened,continuous_operation_min,ground_speed_max_kmh,pitch_max_deg,cab_temp_c
INC00166,2025-04-08 08:08:00,EXC003,OP1009,TK006153,utility_strike_risk,high,general operating risk,operator_report,Storm,day,10.1,False,True,13.0,0.54,6.0,22.4
INC00167,2025-04-12 23:17:00,EXC003,OP1003,TK006329,near_miss_person,high,worker inside danger zone,auto,Dust,night,2.9,False,True,38.0,0.12,3.7,26.5
INC00168,2024-11-07 08:19:00,EXC004,OP1010,TK000259,near_miss_vehicle,warning,general operating risk,operator_report,Fog,day,,False,True,41.0,0.54,3.3,26.2
INC00169,2024-11-08 08:44:00,EXC004,OP1004,TK000307,near_miss_vehicle,warning,general operating risk,supervisor_report,Cloudy,day,,False,True,67.0,0.71,0.7,26.3
INC00170,2024-11-18 08:49:00,EXC004,OP1004,TK000685,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,10.6,True,True,77.0,0.46,5.9,24.4
INC00171,2024-11-18 13:15:00,EXC004,OP1004,TK000688,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,False,1.0,4.94,2.1,26.8
INC00172,2024-11-19 09:50:00,EXC004,OP1010,TK000738,utility_strike_risk,high,general operating risk,operator_report,Cloudy,day,,False,True,114.0,0.43,4.5,25.4
INC00173,2024-11-20 15:02:00,EXC004,OP1004,TK000794,property_damage,warning,general operating risk,operator_report,Windy,day,,False,True,114.0,0.45,5.3,23.4
INC00174,2024-11-27 14:55:00,EXC004,OP1004,TK001074,property_damage,warning,general operating risk,supervisor_report,Sunny,day,,False,True,21.0,0.01,4.4,23.0
INC00175,2024-11-28 15:37:00,EXC004,OP1004,TK001113,near_miss_vehicle,warning,general operating risk,supervisor_report,Sunny,day,,False,False,85.0,0.04,4.0,22.4
INC00176,2024-11-30 01:08:00,EXC004,OP1004,TK001164,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,night,,False,True,333.0,0.36,2.0,23.2
INC00177,2024-11-30 10:01:00,EXC004,OP1004,TK001209,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,,False,True,152.0,0.75,4.4,24.6
INC00178,2024-12-05 12:05:00,EXC004,OP1004,TK001405,near_miss_person,high,general operating risk,supervisor_report,Cloudy,day,,False,True,105.0,0.51,4.2,24.8
INC00179,2024-12-10 17:50:00,EXC004,OP1004,TK001598,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,dusk,,False,True,615.0,0.49,3.8,26.1
INC00180,2024-12-17 15:01:00,EXC004,OP1012,TK001867,near_miss_person,high,general operating risk,operator_report,Fog,day,,False,True,54.0,0.26,1.6,24.0
INC00181,2024-12-18 18:30:00,EXC004,OP1004,,near_miss_person,high,general operating risk,operator_report,Rainy,night,12.6,False,False,151.0,0.0,5.8,25.0
INC00182,2024-12-20 08:32:00,EXC004,OP1004,TK001996,utility_strike_risk,high,general operating risk,operator_report,Sunny,day,,False,True,48.0,0.67,2.3,25.4
INC00183,2024-12-20 12:18:00,EXC004,OP1004,TK001998,property_damage,warning,general operating risk,operator_report,Sunny,day,16.8,False,True,52.0,0.05,4.2,24.9
INC00184,2024-12-20 16:16:00,EXC004,OP1004,TK002000,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,91.0,0.25,2.6,23.2
INC00185,2024-12-23 16:03:00,EXC004,OP1004,TK002096,near_miss_vehicle,warning,general operating risk,operator_report,Fog,day,,False,True,91.0,0.73,1.3,23.2
INC00186,2024-12-24 13:38:00,EXC004,OP1012,TK002130,minor_collision,high,harsh or fast travel,auto,Rainy,day,12.4,False,True,366.0,0.91,8.2,25.8
INC00187,2024-12-24 16:25:00,EXC004,OP1012,TK002131,near_miss_vehicle,warning,general operating risk,operator_report,Rainy,day,,False,True,34.0,0.77,3.8,25.2
INC00188,2024-12-25 08:58:00,EXC004,OP1004,TK002168,near_miss_vehicle,warning,general operating risk,operator_report,Fog,day,,False,True,78.0,0.0,4.0,24.1
INC00189,2024-12-25 12:25:00,EXC004,OP1004,,property_damage,warning,general operating risk,supervisor_report,Fog,day,,False,False,0.0,0.0,5.0,13.9
INC00190,2025-01-02 13:06:00,EXC004,OP1004,TK002505,minor_collision,high,harsh or fast travel,auto,Sunny,day,19.2,False,True,338.0,0.66,1.8,23.4
INC00191,2025-01-08 11:46:00,EXC004,OP1004,TK002732,near_miss_person,high,worker inside danger zone (blind spot),auto,Windy,day,2.5,True,True,15.0,0.83,0.2,25.1
INC00192,2025-01-09 08:12:00,EXC004,OP1004,TK002778,property_damage,warning,general operating risk,supervisor_report,Windy,day,,False,True,51.0,0.7,5.3,26.9
INC00193,2025-01-20 08:06:00,EXC004,OP1004,TK003188,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,,False,True,24.0,0.0,3.5,23.5
INC00194,2025-01-29 11:40:00,EXC004,OP1004,,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,day,,False,True,114.0,0.0,3.0,22.4
INC00195,2025-02-07 12:01:00,EXC004,OP1004,TK003899,near_miss_vehicle,warning,harsh or fast travel,auto,Cloudy,day,,False,True,283.0,0.7,1.1,23.0
INC00196,2025-02-08 11:21:00,EXC004,OP1004,TK003942,property_damage,warning,general operating risk,operator_report,Rainy,day,,False,True,22.0,0.3,7.6,23.1
INC00197,2025-02-12 11:12:00,EXC004,OP1004,TK004087,utility_strike_risk,high,general operating risk,operator_report,Sunny,day,,False,True,232.0,0.0,3.8,23.9
INC00198,2025-02-18 15:03:00,EXC004,OP1004,TK004303,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,day,18.9,True,True,94.0,0.11,4.6,25.9
INC00199,2025-03-07 09:46:00,EXC004,OP1004,,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,True,131.0,0.0,3.0,22.6
INC00200,2025-03-07 13:52:00,EXC004,OP1004,TK004995,near_miss_person,high,general operating risk,supervisor_report,Dust,day,16.1,True,True,38.0,0.36,2.1,24.5
INC00201,2025-03-10 11:30:00,EXC004,OP1004,TK005091,near_miss_vehicle,warning,general operating risk,operator_report,Windy,day,,False,True,27.0,0.98,4.3,25.6
INC00202,2025-03-12 08:11:00,EXC004,OP1004,TK005175,near_miss_person,high,worker inside danger zone (blind spot),auto,Sunny,day,2.8,True,True,28.0,0.85,1.6,26.0
INC00203,2025-03-15 17:39:00,EXC004,OP1004,,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,,False,False,112.0,0.0,3.2,26.1
INC00204,2025-03-17 15:59:00,EXC004,OP1012,,utility_strike_risk,high,general operating risk,operator_report,Cloudy,day,,False,True,78.0,2.96,4.6,22.6
INC00205,2025-03-18 22:38:00,EXC004,OP1004,TK005384,near_miss_vehicle,warning,general operating risk,supervisor_report,Sunny,night,15.1,True,True,172.0,0.12,3.3,26.4
INC00206,2025-03-20 12:15:00,EXC004,OP1004,TK005461,near_miss_vehicle,warning,general operating risk,supervisor_report,Storm,day,,False,True,123.0,0.05,8.9,23.8
INC00207,2025-03-28 00:31:00,EXC004,OP1004,TK005729,near_miss_person,high,general operating risk,operator_report,Windy,night,,False,True,76.0,0.34,3.0,25.0
INC00208,2025-03-29 14:53:00,EXC004,OP1004,TK005799,utility_strike_risk,high,general operating risk,supervisor_report,Cloudy,day,9.5,True,True,108.0,0.38,2.3,24.8
INC00209,2025-04-08 15:18:00,EXC004,OP1004,TK006159,property_damage,warning,general operating risk,operator_report,Storm,day,14.4,False,True,8.0,0.07,5.1,23.3
INC00210,2025-04-19 16:40:00,EXC004,OP1011,TK006612,property_damage,warning,general operating risk,operator_report,Sunny,day,19.3,True,True,79.0,0.83,0.4,25.6
INC00211,2025-04-21 14:10:00,EXC004,OP1004,TK006650,near_miss_vehicle,warning,general operating risk,operator_report,Dust,day,,False,True,289.0,0.95,3.1,30.9
INC00212,2025-04-29 09:48:00,EXC004,OP1004,TK006966,utility_strike_risk,high,general operating risk,supervisor_report,Sunny,day,,False,False,5.0,4.78,0.2,24.0
INC00213,2025-04-29 13:10:00,EXC004,OP1004,TK006968,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,,False,True,6.0,3.43,1.3,23.7
INC00214,2024-11-07 09:25:00,EXC005,OP1005,TK000266,property_damage,warning,general operating risk,supervisor_report,Fog,day,14.6,False,True,83.0,4.05,4.0,24.0
INC00215,2024-11-11 11:30:00,EXC005,OP1005,TK000409,near_miss_person,high,general operating risk,operator_report,Rainy,day,,False,True,49.0,0.24,4.8,22.9
INC00216,2024-11-22 11:13:00,EXC005,OP1005,TK000892,near_miss_person,high,general operating risk,supervisor_report,Rainy,day,,False,True,41.0,0.88,5.1,22.7
INC00217,2024-11-25 12:07:00,EXC005,OP1005,TK000979,property_damage,warning,general operating risk,operator_report,Dust,day,,False,True,65.0,0.0,1.3,23.5
INC00218,2024-11-30 13:47:00,EXC005,OP1005,TK001216,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,True,32.0,0.0,8.3,23.4
INC00219,2024-12-03 14:15:00,EXC005,OP1005,TK001319,minor_collision,high,harsh or fast travel,auto,Sunny,day,12.6,False,True,388.0,0.19,5.4,22.8
INC00220,2024-12-03 16:27:00,EXC005,OP1005,TK001321,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,True,520.0,0.0,4.0,22.0
INC00221,2024-12-04 17:20:00,EXC005,OP1005,TK001364,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,dusk,,False,True,267.0,0.23,7.1,26.6
INC00222,2024-12-27 13:31:00,EXC005,OP1005,TK002279,near_miss_vehicle,warning,general operating risk,supervisor_report,Sunny,day,,False,True,49.0,0.0,5.7,22.7
INC00223,2024-12-27 13:57:00,EXC005,OP1005,TK002279,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,75.0,0.92,5.6,22.6
INC00224,2024-12-28 20:10:00,EXC005,OP1005,TK002322,near_miss_person,high,general operating risk,supervisor_report,Fog,night,12.4,True,True,21.0,0.54,6.9,27.0
INC00225,2024-12-31 12:51:00,EXC005,OP1005,TK002417,near_miss_person,high,general operating risk,supervisor_report,Fog,day,,False,True,175.0,0.54,1.5,23.7
INC00226,2025-01-03 14:50:00,EXC005,OP1005,TK002560,near_miss_vehicle,warning,general operating risk,operator_report,Fog,day,,False,True,9.0,0.27,4.4,22.5
INC00227,2025-01-07 14:51:00,EXC005,OP1005,TK002695,near_miss_vehicle,warning,harsh or fast travel,auto,Dust,day,11.5,True,True,419.0,0.47,2.1,22.7
INC00228,2025-01-08 12:10:00,EXC005,OP1005,TK002736,near_miss_vehicle,warning,general operating risk,supervisor_report,Windy,day,,False,True,37.0,0.49,1.6,26.9
INC00229,2025-01-08 15:31:00,EXC005,OP1005,TK002738,near_miss_person,high,general operating risk,operator_report,Windy,day,18.2,False,True,84.0,0.98,3.8,26.2
INC00230,2025-01-09 13:29:00,EXC005,OP1010,TK002787,near_miss_vehicle,warning,general operating risk,operator_report,Windy,day,,False,True,48.0,0.0,0.0,24.5
INC00231,2025-01-10 13:13:00,EXC005,OP1005,TK002833,near_miss_vehicle,warning,harsh or fast travel,auto,Fog,day,12.5,True,True,343.0,0.48,4.7,24.3
INC00232,2025-01-10 14:01:00,EXC005,OP1005,TK002834,near_miss_vehicle,warning,general operating risk,operator_report,Fog,day,,False,True,391.0,0.64,3.5,25.7
INC00233,2025-01-10 18:24:00,EXC005,OP1005,TK002838,near_miss_vehicle,warning,harsh or fast travel,auto,Fog,night,,False,True,654.0,0.1,5.2,25.0
INC00234,2025-01-15 00:45:00,EXC005,OP1005,TK002974,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,night,14.7,True,True,320.0,0.97,4.6,22.1
INC00235,2025-01-15 01:25:00,EXC005,OP1005,TK002975,near_miss_vehicle,warning,harsh or fast travel,auto,Fog,night,,False,True,360.0,0.26,2.6,22.7
INC00236,2025-01-22 15:33:00,EXC005,OP1005,TK003284,near_miss_person,high,general operating risk,operator_report,Sunny,day,10.1,False,True,79.0,0.11,4.3,26.3
INC00237,2025-01-24 08:43:00,EXC005,OP1012,TK003367,utility_strike_risk,high,general operating risk,operator_report,Sunny,day,10.0,False,True,59.0,0.59,0.0,26.4
INC00238,2025-01-25 10:01:00,EXC005,OP1005,TK003414,property_damage,warning,general operating risk,operator_report,Cloudy,day,,False,True,157.0,0.7,2.8,26.4
INC00239,2025-02-17 09:26:00,EXC005,OP1005,TK004255,near_miss_vehicle,warning,general operating risk,supervisor_report,Rainy,day,,False,True,132.0,0.16,2.4,24.0
INC00240,2025-02-18 12:50:00,EXC005,OP1005,TK004307,property_damage,warning,general operating risk,operator_report,Cloudy,day,11.7,True,True,22.0,0.08,5.3,26.2
INC00241,2025-02-24 12:09:00,EXC005,OP1005,TK004545,property_damage,warning,general operating risk,supervisor_report,Rainy,day,,False,True,150.0,0.0,5.3,23.0
INC00242,2025-02-26 11:06:00,EXC005,OP1005,TK004637,near_miss_vehicle,warning,general operating risk,operator_report,Fog,day,18.7,True,False,13.0,0.79,2.8,22.7
INC00243,2025-03-07 18:09:00,EXC005,OP1005,TK005005,near_miss_vehicle,warning,harsh or fast travel,auto,Dust,day,,False,True,199.0,0.8,2.9,22.6
INC00244,2025-03-11 09:07:00,EXC005,OP1005,TK005137,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,True,92.0,0.08,2.4,22.3
INC00245,2025-03-11 17:00:00,EXC005,OP1005,TK005140,property_damage,warning,general operating risk,supervisor_report,Sunny,day,,False,False,96.0,0.0,6.5,27.0
INC00246,2025-03-20 13:59:00,EXC005,OP1005,TK005466,near_miss_vehicle,warning,general operating risk,supervisor_report,Storm,day,14.3,True,True,58.0,0.09,4.2,25.8
INC00247,2025-03-21 15:21:00,EXC005,OP1011,TK005513,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,day,,False,False,160.0,0.0,8.8,26.1
INC00248,2025-03-29 18:53:00,EXC005,OP1005,TK005810,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,dusk,,False,True,670.0,0.81,4.6,22.1
INC00249,2025-04-08 11:15:00,EXC005,OP1010,TK006162,property_damage,warning,general operating risk,operator_report,Storm,day,,False,True,20.0,0.76,3.1,26.9
INC00250,2025-04-08 13:50:00,EXC005,OP1010,TK006163,property_damage,warning,general operating risk,operator_report,Storm,day,,False,True,22.0,0.31,2.9,24.3
INC00251,2025-04-10 15:28:00,EXC005,OP1005,TK006245,property_damage,warning,general operating risk,supervisor_report,Rainy,day,,False,True,9.0,0.11,6.2,26.5
INC00252,2025-04-30 16:08:00,EXC005,OP1005,,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,221.0,0.0,4.9,24.4
INC00253,2024-11-08 21:41:00,EXC006,OP1008,TK000320,property_damage,warning,general operating risk,supervisor_report,Cloudy,night,,False,True,131.0,0.66,2.1,24.8
INC00254,2024-11-11 12:22:00,EXC006,OP1008,TK000418,property_damage,warning,general operating risk,operator_report,Rainy,day,,False,True,312.0,0.83,5.2,24.2
INC00255,2024-11-11 16:35:00,EXC006,OP1008,TK000422,near_miss_person,high,general operating risk,supervisor_report,Rainy,day,,False,True,565.0,0.84,6.6,25.0
INC00256,2024-11-12 07:37:00,EXC006,OP1008,TK000465,property_damage,warning,general operating risk,supervisor_report,Fog,day,,False,True,6.0,0.16,4.5,24.5
INC00257,2024-11-14 16:30:00,EXC006,OP1008,TK000563,near_miss_person,high,general operating risk,operator_report,Rainy,day,,False,True,95.0,0.99,5.4,26.2
INC00258,2024-11-18 16:18:00,EXC006,OP1008,TK000700,property_damage,warning,general operating risk,supervisor_report,Sunny,day,,False,True,39.0,0.78,4.8,23.5
INC00259,2024-11-19 08:57:00,EXC006,OP1008,TK000754,near_miss_vehicle,warning,general operating risk,supervisor_report,Cloudy,day,,False,True,68.0,0.42,0.6,26.3
INC00260,2024-12-03 16:25:00,EXC006,OP1009,TK001326,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,39.0,0.83,1.2,24.4
INC00261,2024-12-07 08:45:00,EXC006,OP1008,TK001507,near_miss_vehicle,warning,general operating risk,supervisor_report,Rainy,day,16.5,True,True,47.0,0.76,6.3,22.5
INC00262,2024-12-07 15:42:00,EXC006,OP1008,TK001511,near_miss_person,high,general operating risk,operator_report,Rainy,day,,False,True,28.0,0.0,6.2,24.0
INC00263,2024-12-10 13:28:00,EXC006,OP1008,TK001611,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,day,,False,True,5.0,4.33,5.1,23.0
INC00264,2024-12-13 17:30:00,EXC006,OP1008,TK001748,minor_collision,high,harsh or fast travel,auto,Rainy,dusk,,False,True,583.0,0.82,4.1,25.3
INC00265,2024-12-16 14:17:00,EXC006,OP1008,TK001836,near_miss_vehicle,warning,general operating risk,operator_report,Fog,day,,False,True,18.0,0.0,6.9,25.0
INC00266,2024-12-18 16:11:00,EXC006,OP1008,TK001925,near_miss_person,high,general operating risk,operator_report,Rainy,day,,False,True,26.0,0.76,5.8,23.7
INC00267,2024-12-19 12:19:00,EXC006,OP1008,TK001960,near_miss_vehicle,warning,general operating risk,operator_report,Rainy,day,,False,True,270.0,0.47,6.3,23.2
INC00268,2024-12-20 10:28:00,EXC006,OP1008,,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,158.0,0.0,6.3,26.7
INC00269,2024-12-23 16:10:00,EXC006,OP1008,TK002107,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,17.4,False,True,46.0,0.23,2.9,25.9
INC00270,2024-12-25 14:00:00,EXC006,OP1009,TK002181,property_damage,warning,general operating risk,supervisor_report,Fog,day,11.4,False,True,72.0,0.08,5.7,26.4
INC00271,2025-01-04 10:11:00,EXC006,OP1008,TK002607,utility_strike_risk,high,general operating risk,operator_report,Cloudy,day,14.2,False,True,27.0,0.17,3.6,22.1
INC00272,2025-01-13 12:59:00,EXC006,OP1008,TK002931,near_miss_vehicle,warning,general operating risk,supervisor_report,Cloudy,day,12.4,False,True,307.0,0.04,2.1,22.9
INC00273,2025-01-14 14:04:00,EXC006,OP1008,TK002981,utility_strike_risk,high,general operating risk,supervisor_report,Fog,day,,False,True,86.0,0.65,3.9,25.8
INC00274,2025-01-29 09:07:00,EXC006,OP1008,TK003568,property_damage,warning,general operating risk,supervisor_report,Cloudy,day,12.0,True,True,107.0,0.54,5.4,26.6
INC00275,2025-02-01 13:37:00,EXC006,OP1008,TK003710,minor_collision,high,harsh or fast travel,auto,Cloudy,day,17.5,True,False,5.0,0.7,3.8,23.4
INC00276,2025-02-03 13:41:00,EXC006,OP1008,TK003740,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,,False,True,5.0,0.84,1.2,26.1
INC00277,2025-02-07 18:51:00,EXC006,OP1008,TK003914,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,dusk,,False,True,250.0,0.22,3.7,23.6
INC00278,2025-02-24 10:10:00,EXC006,OP1008,TK004549,property_damage,warning,general operating risk,operator_report,Rainy,day,,False,True,155.0,0.93,6.1,22.1
INC00279,2025-02-26 08:57:00,EXC006,OP1008,TK004641,near_miss_vehicle,warning,general operating risk,operator_report,Fog,day,,False,True,67.0,0.54,3.8,22.4
INC00280,2025-02-26 17:53:00,EXC006,OP1008,TK004646,near_miss_vehicle,warning,general operating risk,operator_report,Fog,dusk,10.9,True,True,189.0,0.95,2.6,22.6
INC00281,2025-03-01 08:41:00,EXC006,OP1008,TK004769,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,83.0,0.97,0.9,23.2
INC00282,2025-03-07 15:23:00,EXC006,OP1008,TK005011,near_miss_vehicle,warning,general operating risk,operator_report,Dust,day,,False,True,51.0,0.0,5.8,24.4
INC00283,2025-03-12 11:57:00,EXC006,OP1008,TK005186,near_miss_person,high,general operating risk,supervisor_report,Dust,day,,False,True,105.0,0.49,1.5,24.9
INC00284,2025-03-24 11:27:00,EXC006,OP1008,TK005613,near_miss_person,high,fast swing,operator_report,Sunny,day,,False,True,70.0,0.24,6.0,24.8
INC00285,2025-04-07 13:46:00,EXC006,OP1008,TK006124,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,True,78.0,0.97,1.7,26.8
INC00286,2025-04-11 17:36:00,EXC006,OP1008,TK006301,person_struck,critical,worker inside danger zone (blind spot),auto,Sunny,day,3.8,True,True,109.0,0.39,6.2,28.6
INC00287,2025-04-12 10:12:00,EXC006,OP1008,TK006346,near_miss_vehicle,warning,general operating risk,operator_report,Dust,day,,False,True,1.0,2.94,6.2,23.8
INC00288,2025-04-17 08:48:00,EXC006,OP1008,TK006528,near_miss_vehicle,warning,general operating risk,operator_report,Dust,day,14.6,False,True,72.0,0.27,4.0,30.1
INC00289,2025-04-18 10:26:00,EXC006,OP1008,TK006578,property_damage,warning,general operating risk,supervisor_report,Sunny,day,,False,True,15.0,0.4,2.8,22.3
INC00290,2025-04-28 09:32:00,EXC006,OP1008,TK006928,near_miss_person,high,worker inside danger zone,auto,Sunny,day,2.7,False,True,86.0,0.41,5.9,27.5
INC00291,2024-11-04 13:12:00,WL001,OP1006,TK000135,near_miss_vehicle,warning,harsh or fast travel,auto,Extreme Heat,day,,False,False,1.0,5.03,1.9,29.3
INC00292,2024-11-05 10:32:00,WL001,OP1009,TK000176,near_miss_vehicle,warning,general operating risk,supervisor_report,Sunny,day,,False,True,36.0,0.0,1.6,23.5
INC00293,2024-11-07 13:53:00,WL001,OP1006,TK000281,near_miss_person,high,general operating risk,operator_report,Fog,day,,False,True,32.0,0.35,4.8,25.2
INC00294,2024-11-14 16:00:00,WL001,OP1006,TK000571,near_miss_person,high,general operating risk,operator_report,Rainy,day,19.2,True,False,85.0,0.2,5.2,26.3
INC00295,2024-11-16 08:10:00,WL001,OP1006,TK000653,property_damage,warning,general operating risk,operator_report,Rainy,day,,False,True,51.0,0.48,5.7,26.1
INC00296,2024-11-19 08:44:00,WL001,OP1006,TK000759,near_miss_vehicle,warning,general operating risk,supervisor_report,Cloudy,day,,False,True,70.0,0.48,0.3,24.6
INC00297,2024-11-20 12:56:00,WL001,OP1006,TK000812,near_miss_vehicle,warning,general operating risk,operator_report,Windy,day,,False,True,6.0,5.17,3.8,23.4
INC00298,2024-11-29 22:13:00,WL001,OP1006,TK001181,near_miss_person,high,general operating risk,operator_report,Sunny,night,13.3,False,True,17.0,1.0,2.1,23.7
INC00299,2024-12-02 16:56:00,WL001,OP1010,TK001280,near_miss_vehicle,warning,general operating risk,operator_report,Windy,day,,False,True,147.0,4.96,4.0,22.1
INC00300,2024-12-05 08:25:00,WL001,OP1006,,property_damage,warning,general operating risk,operator_report,Cloudy,day,,False,False,73.0,0.0,4.8,23.3
INC00301,2024-12-05 13:31:00,WL001,OP1006,TK001426,near_miss_person,high,general operating risk,supervisor_report,Cloudy,day,,False,True,20.0,0.87,2.5,25.1
INC00302,2024-12-13 11:25:00,WL001,OP1006,TK001751,utility_strike_risk,high,general operating risk,operator_report,Rainy,day,11.3,False,True,66.0,0.1,3.9,23.2
INC00303,2024-12-16 21:11:00,WL001,OP1006,TK001839,property_damage,warning,general operating risk,supervisor_report,Fog,night,,False,True,104.0,0.0,0.5,23.3
INC00304,2024-12-18 10:51:00,WL001,OP1006,TK001929,utility_strike_risk,high,general operating risk,supervisor_report,Rainy,day,9.7,False,True,22.0,0.62,3.9,26.2
INC00305,2024-12-21 13:53:00,WL001,OP1006,TK002070,property_damage,warning,general operating risk,supervisor_report,Cloudy,day,,False,True,88.0,0.08,5.3,22.2
INC00306,2024-12-28 07:33:00,WL001,OP1006,TK002333,property_damage,warning,general operating risk,operator_report,Fog,dusk,,False,True,18.0,0.47,4.8,25.3
INC00307,2024-12-30 23:55:00,WL001,OP1006,TK002387,near_miss_person,high,general operating risk,supervisor_report,Cloudy,night,,False,True,118.0,0.97,4.9,22.2
INC00308,2024-12-31 22:03:00,WL001,OP1006,TK002427,property_damage,warning,general operating risk,supervisor_report,Fog,night,,False,False,5.0,5.09,2.5,22.6
INC00309,2025-01-01 00:41:00,WL001,OP1006,,property_damage,warning,general operating risk,supervisor_report,Fog,night,,False,False,0.0,0.0,3.2,16.2
INC00310,2025-01-02 12:24:00,WL001,OP1006,TK002524,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,,False,True,268.0,0.04,6.8,26.5
INC00311,2025-01-03 08:34:00,WL001,OP1006,TK002566,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,,False,True,48.0,0.0,5.0,26.2
INC00312,2025-01-16 08:00:00,WL001,OP1006,,property_damage,warning,general operating risk,operator_report,Cloudy,day,,False,False,2.0,0.0,1.2,25.8
INC00313,2025-02-21 10:35:00,WL001,OP1011,TK004457,utility_strike_risk,high,general operating risk,operator_report,Sunny,day,,False,True,17.0,0.0,1.3,23.4
INC00314,2025-02-22 12:11:00,WL001,OP1006,TK004507,property_damage,warning,general operating risk,operator_report,Cloudy,day,,False,True,141.0,0.96,2.6,26.6
INC00315,2025-02-25 11:12:00,WL001,OP1006,TK004606,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,True,55.0,0.78,5.5,24.9
INC00316,2025-03-03 21:23:00,WL001,OP1006,TK004824,near_miss_person,high,general operating risk,operator_report,Sunny,night,,False,True,96.0,0.65,3.5,24.3
INC00317,2025-03-04 10:16:00,WL001,OP1010,TK004875,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,,False,True,22.0,0.78,2.3,26.6
INC00318,2025-03-11 15:35:00,WL001,OP1006,,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,False,57.0,0.0,3.6,22.7
INC00319,2025-03-14 11:52:00,WL001,OP1006,TK005264,near_miss_person,high,general operating risk,supervisor_report,Cloudy,day,,False,True,97.0,0.66,4.2,25.2
INC00320,2025-03-24 15:07:00,WL001,OP1006,TK005622,near_miss_vehicle,warning,general operating risk,supervisor_report,Extreme Heat,day,,False,True,465.0,0.56,5.6,31.0
INC00321,2025-03-28 10:17:00,WL001,OP1006,TK005777,near_miss_person,high,general operating risk,operator_report,Dust,day,,False,True,1.0,3.1,4.2,26.0
INC00322,2025-03-29 16:16:00,WL001,OP1006,TK005826,near_miss_person,high,general operating risk,operator_report,Cloudy,day,14.2,False,True,194.0,0.03,5.1,26.6
INC00323,2025-04-02 14:17:00,WL001,OP1006,TK005951,utility_strike_risk,high,general operating risk,operator_report,Extreme Heat,day,,False,True,47.0,0.87,6.4,32.2
INC00324,2025-04-10 14:49:00,WL001,OP1011,TK006259,property_damage,warning,general operating risk,supervisor_report,Rainy,day,,False,True,88.0,0.85,3.1,22.0
INC00325,2025-04-12 22:31:00,WL001,OP1006,TK006353,utility_strike_risk,high,general operating risk,operator_report,Dust,night,,False,True,1.0,3.1,6.2,24.0
INC00326,2025-04-17 12:01:00,WL001,OP1006,TK006537,near_miss_vehicle,warning,general operating risk,supervisor_report,Dust,day,,False,True,100.0,0.61,5.2,30.6
INC00327,2025-04-18 10:43:00,WL001,OP1006,,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,False,182.0,0.0,1.7,23.8
INC00328,2025-04-26 20:17:00,WL001,OP1006,TK006894,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,night,,False,True,26.0,0.0,5.6,25.0
INC00329,2025-04-26 21:24:00,WL001,OP1006,TK006895,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,night,,False,False,93.0,0.0,6.1,24.3
INC00330,2025-04-26 22:45:00,WL001,OP1006,TK006897,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,night,,False,False,49.0,3.69,1.0,25.5
INC00331,2025-04-26 23:44:00,WL001,OP1006,TK006897,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,night,,False,True,108.0,0.29,5.4,25.6
