operator_id,module_id,recommended_at,reason,completed_at,quiz_score_pct
OP1007,TRN-CAB-01,2025-03-26 13:15:00,operator_out_of_seat,2025-03-27 15:26:16.882412634,77.0
OP1007,TRN-IDLE-01,2025-03-27 11:50:00,excessive_idling,2025-03-29 23:57:16.489140149,82.0
OP1004,TRN-PROX-01,2025-03-28 00:31:00,near_miss_person,2025-03-29 14:11:00.166512173,79.0
OP1004,TRN-IDLE-01,2025-03-28 13:10:00,excessive_idling,2025-03-31 17:04:12.750177010,65.0
OP1003,TRN-SWING-01,2025-03-28 14:55:00,harsh_operation,2025-03-30 10:18:46.399386173,80.0
OP1008,TRN-ENGINE-01,2025-03-29 13:45:00,over_rev,2025-04-01 20:35:01.253952799,93.0
OP1002,TRN-CAB-01,2025-03-31 22:30:00,operator_out_of_seat,2025-04-04 02:46:21.059620406,96.0
OP1007,TRN-SLOPE-01,2025-04-01 17:05:00,slope_exceeded,2025-04-05 22:20:10.429859195,67.0
OP1008,TRN-FATIGUE-01,2025-04-02 13:55:00,fatigue,2025-04-04 17:28:10.533096523,82.0
OP1003,TRN-ENGINE-01,2025-04-02 14:10:00,overheating,2025-04-04 19:50:14.448798804,81.0
OP1003,TRN-FATIGUE-01,2025-04-02 14:25:00,fatigue,2025-04-06 13:04:47.006096846,85.0
OP1003,TRN-IDLE-01,2025-04-02 16:45:00,excessive_idling,2025-04-04 03:10:18.419092779,86.0
OP1001,TRN-SWING-01,2025-04-04 08:10:00,fast_swing,2025-04-07 05:40:35.497584673,83.0
OP1001,TRN-ENGINE-01,2025-04-04 14:20:00,overheating,2025-04-07 16:03:38.142178382,100.0
OP1008,TRN-SEC-01,2025-04-04 17:45:00,fuel_theft,2025-04-05 09:45:50.264538191,60.0
OP1009,TRN-BELT-01,2025-04-05 15:05:00,seatbelt_off_while_moving,2025-04-06 09:38:59.562772094,71.0
OP1006,TRN-SEC-01,2025-04-05 17:45:00,after_hours_use,2025-04-10 00:55:24.193390740,80.0
OP1008,TRN-FATIGUE-01,2025-04-05 18:15:00,fatigue,2025-04-08 00:11:24.373453116,82.0
OP1004,TRN-ENGINE-01,2025-04-07 13:00:00,over_rev,2025-04-12 06:47:59.585934677,65.0
OP1008,TRN-PROX-01,2025-04-07 13:46:00,near_miss_person,2025-04-12 07:53:26.705680837,74.0
OP1001,TRN-TRAVEL-01,2025-04-08 09:40:00,overspeed,2025-04-12 18:24:32.805859147,93.0
OP1001,TRN-TRAVEL-01,2025-04-09 08:40:00,bucket_raised_travel,2025-04-12 16:41:57.373998037,81.0
OP1006,TRN-TRAVEL-01,2025-04-09 10:15:00,overspeed,2025-04-10 12:40:27.825556142,93.0
OP1008,TRN-TRAVEL-01,2025-04-10 08:50:00,bucket_raised_travel,2025-04-11 20:19:41.737339561,86.0
OP1007,TRN-CAB-01,2025-04-10 11:25:00,operator_out_of_seat,2025-04-13 09:05:51.708338901,72.0
OP1001,TRN-SWING-01,2025-04-12 10:20:00,fast_swing,2025-04-14 23:21:23.478848547,77.0
OP1001,TRN-IDLE-01,2025-04-12 11:50:00,excessive_idling,2025-04-14 02:33:10.013664477,68.0
OP1006,TRN-LOAD-01,2025-04-12 21:15:00,low_productivity,,
OP1002,TRN-PROX-01,2025-04-14 10:47:00,near_miss_person,2025-04-15 20:12:18.991152323,82.0
OP1005,TRN-IDLE-01,2025-04-15 08:50:00,excessive_idling,2025-04-19 08:00:32.150858080,100.0
OP1005,TRN-SLOPE-01,2025-04-15 13:40:00,slope_exceeded,2025-04-18 20:26:52.885341627,99.0
OP1006,TRN-SWING-01,2025-04-16 13:30:00,harsh_operation,2025-04-18 23:26:57.368248439,82.0
OP1007,TRN-IDLE-01,2025-04-17 12:25:00,excessive_idling,2025-04-18 09:12:37.300364963,59.0
OP1006,TRN-PROX-01,2025-04-18 10:43:00,near_miss_person,2025-04-20 07:49:35.374700832,70.0
OP1010,TRN-ENGINE-01,2025-04-18 11:40:00,over_rev,2025-04-23 07:55:16.989360244,100.0
OP1006,TRN-ENGINE-01,2025-04-19 09:50:00,overheating,,
OP1005,TRN-ENGINE-01,2025-04-19 11:15:00,over_rev,2025-04-21 16:16:19.501635437,98.0
OP1012,TRN-IDLE-01,2025-04-19 12:55:00,excessive_idling,,
OP1001,TRN-TRAVEL-01,2025-04-19 16:35:00,bucket_raised_travel,2025-04-22 15:31:35.196570818,96.0
OP1004,TRN-LOAD-01,2025-04-21 09:55:00,overload,2025-04-23 07:54:29.556662007,60.0
OP1008,TRN-IDLE-01,2025-04-22 11:00:00,excessive_idling,2025-04-24 18:11:03.956769838,66.0
OP1004,TRN-FATIGUE-01,2025-04-22 11:25:00,fatigue,2025-04-24 04:05:10.000651143,79.0
OP1012,TRN-FATIGUE-01,2025-04-22 18:10:00,fatigue,,
OP1008,TRN-TRAVEL-01,2025-04-23 10:30:00,bucket_raised_travel,2025-04-27 10:45:47.433847201,74.0
OP1002,TRN-ENGINE-01,2025-04-23 13:55:00,over_rev,2025-04-24 11:23:35.812653403,71.0
OP1004,TRN-TRAVEL-01,2025-04-23 16:40:00,bucket_raised_travel,2025-04-27 08:56:03.534606952,76.0
OP1001,TRN-ENGINE-01,2025-04-24 16:00:00,overheating,2025-04-25 11:25:20.589308251,94.0
OP1004,TRN-SEC-01,2025-04-25 18:30:00,unauthorized_operator,2025-04-28 02:49:31.725684121,54.0
OP1011,TRN-ENGINE-01,2025-04-29 11:05:00,over_rev,,
OP1004,TRN-LOAD-01,2025-04-30 09:05:00,low_productivity,2025-05-04 03:49:25.616190261,52.0
OP1005,TRN-FATIGUE-01,2025-04-30 16:25:00,fatigue,2025-05-01 05:49:35.316914353,80.0
